application_number,billed_entity_number,billed_entity_name,district,funding_year,certified_date,function,service_type,form_pdf,rfp_url
200009652,127626,CALHOUN COUNTY SCHOOL DISTRICT,Calhoun County School District,2020,2019-12-20,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334791/200009652/Original/USAC_FCC_FORM_470_APPLICATION_200009652_CERTIFIED.pdf,
200012181,17002462,DIOCESE OF ORLANDO OFFICE OF CATHOLIC SCHOOLS,,2020,2020-01-09,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17002462/200012181/Original/USAC_FCC_FORM_470_APPLICATION_200012181_CERTIFIED.pdf,
200012181,17002462,DIOCESE OF ORLANDO OFFICE OF CATHOLIC SCHOOLS,,2020,2020-01-09,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17002462/200012181/Original/USAC_FCC_FORM_470_APPLICATION_200012181_CERTIFIED.pdf,
200013396,211833,ROWLETT ACADEMY,,2020,2020-01-14,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/362203/200013396/Original/USAC_FCC_FORM_470_APPLICATION_200013396_CERTIFIED.pdf,
200013396,211833,ROWLETT ACADEMY,,2020,2020-01-14,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/362203/200013396/Original/USAC_FCC_FORM_470_APPLICATION_200013396_CERTIFIED.pdf,
200013599,16076498,AVANT GARDE ACADEMY INC - DBA Victory Charter School,,2020,2020-01-14,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/398810/200013599/Original/USAC_FCC_FORM_470_APPLICATION_200013599_CERTIFIED.pdf,
200013599,16076498,AVANT GARDE ACADEMY INC - DBA Victory Charter School,,2020,2020-01-14,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/398810/200013599/Original/USAC_FCC_FORM_470_APPLICATION_200013599_CERTIFIED.pdf,
200013973,16051836,"CENTRO MATER CHILD CARE SERVICES, INC.",,2020,2020-01-15,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401494/200013973/Original/USAC_FCC_FORM_470_APPLICATION_200013973_CERTIFIED.pdf,
200011792,35124,"Pace Center for Girls, Inc.",,2020,2020-01-22,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/400285/200011792/Current/USAC_FCC_FORM_470_APPLICATION_200011792_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/400285/200011792/2020%20PACE%20BM%20Equipment.xlsx
200016879,127626,CALHOUN COUNTY SCHOOL DISTRICT,Calhoun County School District,2020,2020-01-24,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334791/200016879/Original/USAC_FCC_FORM_470_APPLICATION_200016879_CERTIFIED.pdf,
200017477,16040448,FAMILY CHRISTIAN ASSOCIATION OF AMERICA,,2020,2020-01-27,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401138/200017477/Original/USAC_FCC_FORM_470_APPLICATION_200017477_CERTIFIED.pdf,
200019762,17024170,True North Classical Academy,,2020,2020-02-05,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17024170/200019762/Original/USAC_FCC_FORM_470_APPLICATION_200019762_CERTIFIED.pdf,
200020109,17023754,Academy for Positive Learning II,,2020,2020-02-05,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17023754/200020109/Original/USAC_FCC_FORM_470_APPLICATION_200020109_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/17023754/200020109/A4PL%20RFP%201.9.2020.docx
200020109,17023754,Academy for Positive Learning II,,2020,2020-02-05,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17023754/200020109/Original/USAC_FCC_FORM_470_APPLICATION_200020109_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/17023754/200020109/A4PL%20RFP%201.9.2020.docx
200021168,35124,"Pace Center for Girls, Inc.",,2020,2020-02-06,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/400285/200021168/Original/USAC_FCC_FORM_470_APPLICATION_200021168_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/400285/200021168/2020%20PACE%20BM%20Equipment%20Update.xlsx
200020942,17019223,Beacon College Prep Inc,,2020,2020-02-07,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17019223/200020942/Original/USAC_FCC_FORM_470_APPLICATION_200020942_CERTIFIED.pdf,
200021985,17001949,Miami Community Charter Middle/High Schools,,2020,2020-02-13,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17001949/200021985/Original/USAC_FCC_FORM_470_APPLICATION_200021985_CERTIFIED.pdf,
200021985,17001949,Miami Community Charter Middle/High Schools,,2020,2020-02-13,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17001949/200021985/Original/USAC_FCC_FORM_470_APPLICATION_200021985_CERTIFIED.pdf,
200023824,16073516,SAN JOSE ACADEMY,,2020,2020-02-14,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/397463/200023824/Original/USAC_FCC_FORM_470_APPLICATION_200023824_CERTIFIED.pdf,
200023824,16073516,SAN JOSE ACADEMY,,2020,2020-02-14,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/397463/200023824/Original/USAC_FCC_FORM_470_APPLICATION_200023824_CERTIFIED.pdf,
200023824,16073516,SAN JOSE ACADEMY,,2020,2020-02-14,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/397463/200023824/Original/USAC_FCC_FORM_470_APPLICATION_200023824_CERTIFIED.pdf,
200024204,17002036,The Charter Schools of Excellence,,2020,2020-02-15,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17002036/200024204/Original/USAC_FCC_FORM_470_APPLICATION_200024204_CERTIFIED.pdf,
200024204,17002036,The Charter Schools of Excellence,,2020,2020-02-15,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17002036/200024204/Original/USAC_FCC_FORM_470_APPLICATION_200024204_CERTIFIED.pdf,
200024204,17002036,The Charter Schools of Excellence,,2020,2020-02-15,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17002036/200024204/Original/USAC_FCC_FORM_470_APPLICATION_200024204_CERTIFIED.pdf,
200024608,127639,GULF COUNTY SCHOOL DISTRICT,Gulf County School District,2020,2020-02-18,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334803/200024608/Original/USAC_FCC_FORM_470_APPLICATION_200024608_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334803/200024608/RFP%20Gulf%20County%20Internal%20Connections.xlsx
200024608,127639,GULF COUNTY SCHOOL DISTRICT,Gulf County School District,2020,2020-02-18,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334803/200024608/Original/USAC_FCC_FORM_470_APPLICATION_200024608_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334803/200024608/RFP%20Gulf%20County%20Internal%20Connections.xlsx
200025164,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2020,2020-02-19,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/200025164/Current/USAC_FCC_FORM_470_APPLICATION_200025164_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/200025164/Addendum%202%20Replaced%20by%20Form%20470%20200029565.docx
200025164,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2020,2020-02-19,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/200025164/Current/USAC_FCC_FORM_470_APPLICATION_200025164_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/200025164/Cat%202%20Spreadsheet%20Final%202.xlsx
200025083,16056854,CHARTER SCHOOLS USA,,2020,2020-02-20,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401600/200025083/Current/USAC_FCC_FORM_470_APPLICATION_200025083_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401600/200025083/FL%20%20CSUSA%20MIBS%20and%20BMIC%20%20%20RFP%20Worksheet.xlsx
200025511,17024410,Babcock Neighborhood School (District),,2020,2020-02-20,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17024410/200025511/Original/USAC_FCC_FORM_470_APPLICATION_200025511_CERTIFIED.pdf,
200025511,17024410,Babcock Neighborhood School (District),,2020,2020-02-20,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17024410/200025511/Original/USAC_FCC_FORM_470_APPLICATION_200025511_CERTIFIED.pdf,
200026277,16068381,O'FARRILL LEARNING CENTER,,2020,2020-02-21,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401793/200026277/Original/USAC_FCC_FORM_470_APPLICATION_200026277_CERTIFIED.pdf,
200026722,16038929,CITY OF PALMS CHARTER HIGH SCHOOL,,2020,2020-02-22,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/379120/200026722/Original/USAC_FCC_FORM_470_APPLICATION_200026722_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/379120/200026722/Placeholder.pdf
200026722,16038929,CITY OF PALMS CHARTER HIGH SCHOOL,,2020,2020-02-22,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/379120/200026722/Original/USAC_FCC_FORM_470_APPLICATION_200026722_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/379120/200026722/Placeholder.pdf
200019112,127608,MADISON COUNTY SCHOOL DISTRICT,Madison County School District,2020,2020-02-25,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334773/200019112/Original/USAC_FCC_FORM_470_APPLICATION_200019112_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334773/200019112/Madison_FY23_470_RFP%20CAT2%20Details.docx
200019112,127608,MADISON COUNTY SCHOOL DISTRICT,Madison County School District,2020,2020-02-25,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334773/200019112/Original/USAC_FCC_FORM_470_APPLICATION_200019112_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334773/200019112/Madison_FY23_470_RFP%20CAT2%20Details.docx
200028896,127611,JEFFERSON COUNTY SCHOOL DIST,Jefferson County School District,2020,2020-02-26,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334776/200028896/Original/USAC_FCC_FORM_470_APPLICATION_200028896_CERTIFIED.pdf,
200029036,17024794,Easterseals Southwest Florida,,2020,2020-02-26,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17024794/200029036/Original/USAC_FCC_FORM_470_APPLICATION_200029036_CERTIFIED.pdf,
200029036,17024794,Easterseals Southwest Florida,,2020,2020-02-26,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17024794/200029036/Original/USAC_FCC_FORM_470_APPLICATION_200029036_CERTIFIED.pdf,
200029092,16039146,"EPISCOPAL CHILDREN'S SERVICES, INC.",,2020,2020-02-26,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401119/200029092/Original/USAC_FCC_FORM_470_APPLICATION_200029092_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401119/200029092/RFP%202020%20ECS%20%20Category%202.xlsx
200029092,16039146,"EPISCOPAL CHILDREN'S SERVICES, INC.",,2020,2020-02-26,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401119/200029092/Original/USAC_FCC_FORM_470_APPLICATION_200029092_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401119/200029092/RFP%202020%20ECS%20%20Category%202.xlsx
200029293,16050397,CHILDRENS EDUCATIONAL SERVICES,,2020,2020-03-04,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/384899/200029293/Original/USAC_FCC_FORM_470_APPLICATION_200029293_CERTIFIED.pdf,
200029347,16055686,"HISPANIC HUMAN RESOURCES COUNCIL, INC",,2020,2020-03-06,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401508/200029347/Original/USAC_FCC_FORM_470_APPLICATION_200029347_CERTIFIED.pdf,
200029347,16055686,"HISPANIC HUMAN RESOURCES COUNCIL, INC",,2020,2020-03-06,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401508/200029347/Original/USAC_FCC_FORM_470_APPLICATION_200029347_CERTIFIED.pdf,
200029386,16045205,LE JARDIN COMMUNITY CENTER,,2020,2020-03-09,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/382036/200029386/Original/USAC_FCC_FORM_470_APPLICATION_200029386_CERTIFIED.pdf,
200029386,16045205,LE JARDIN COMMUNITY CENTER,,2020,2020-03-09,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/382036/200029386/Original/USAC_FCC_FORM_470_APPLICATION_200029386_CERTIFIED.pdf,
200029492,16055616,"LINCOLN-MARTI COMMUNITY AGENCY, INC",,2020,2020-03-13,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/400694/200029492/Original/USAC_FCC_FORM_470_APPLICATION_200029492_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/400694/200029492/Category%202%20RFP%20%20Bidding%20Instructions%20%20Requirements.pdf
200029492,16055616,"LINCOLN-MARTI COMMUNITY AGENCY, INC",,2020,2020-03-13,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/400694/200029492/Original/USAC_FCC_FORM_470_APPLICATION_200029492_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/400694/200029492/Category%202%20RFP%20%20Bidding%20Instructions%20%20Requirements.pdf
200029565,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2020,2020-03-17,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/200029565/Current/USAC_FCC_FORM_470_APPLICATION_200029565_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/200029565/Addendum%20%20This%20%20Form%20470%20%20is%20Replaced%20by%20200030034.docx
200029565,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2020,2020-03-17,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/200029565/Current/USAC_FCC_FORM_470_APPLICATION_200029565_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/200029565/Cat%202%20Spreadsheet%20PoE%20required%20Final.xlsx
200030034,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2020,2020-03-31,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/200030034/Current/USAC_FCC_FORM_470_APPLICATION_200030034_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/200030034/Addendum%20for%20Form%20470%20200030034%20Number%202%20Questions%20and%20Answers.docx
200030034,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2020,2020-03-31,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/200030034/Current/USAC_FCC_FORM_470_APPLICATION_200030034_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/200030034/Addendum%20for%20Form%20470%20200030034%20Number%203%20Questions%20and%20Answers.docx
200030034,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2020,2020-03-31,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/200030034/Current/USAC_FCC_FORM_470_APPLICATION_200030034_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/200030034/Cat%202%20Spreadsheet%20Final%202%20%20Additional%20Switches.xlsx
200030034,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2020,2020-03-31,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/200030034/Current/USAC_FCC_FORM_470_APPLICATION_200030034_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/200030034/Addendum%20for%20Form%20470%20200030034%20Number%201%20Questions%20and%20Answers.docx
210002275,127892,ST LUCIE COUNTY SCHOOL DIST,St. Lucie Public Schools,2021,2020-11-11,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/335044/210002275/Current/USAC_FCC_FORM_470_APPLICATION_210002275_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/335044/210002275/RFP%2021_12E%20Network%20Hardware%20Equipment.pdf
210002275,127892,ST LUCIE COUNTY SCHOOL DIST,St. Lucie Public Schools,2021,2020-11-11,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/335044/210002275/Current/USAC_FCC_FORM_470_APPLICATION_210002275_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/335044/210002275/RFP%2021_12E%20Addendum%201.pdf
210002275,127892,ST LUCIE COUNTY SCHOOL DIST,St. Lucie Public Schools,2021,2020-11-11,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/335044/210002275/Current/USAC_FCC_FORM_470_APPLICATION_210002275_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/335044/210002275/21_12E%20Intent%20to%20Award.pdf
210002275,127892,ST LUCIE COUNTY SCHOOL DIST,St. Lucie Public Schools,2021,2020-11-11,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/335044/210002275/Current/USAC_FCC_FORM_470_APPLICATION_210002275_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/335044/210002275/RFP%2021_12E%20Network%20Hardware%20Equipment.pdf
210002275,127892,ST LUCIE COUNTY SCHOOL DIST,St. Lucie Public Schools,2021,2020-11-11,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/335044/210002275/Current/USAC_FCC_FORM_470_APPLICATION_210002275_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/335044/210002275/RFP%2021_12E%20Inventory%20Exhibit%201.xlsx
